emp_a_p5,emp_a_p95,realwa_p95,realwa_p5,realwb_mean,realwa_mean,realwb_std,realwb_cont,realwa_cont
572.0,654.0,97.9270366888352,94.71061169751796,95.90300831178095,96.28556484259141,0.9692632317720195,95.87571336541858,96.25996841125404
18.0,36.0,75.73729837119787,64.23085790291981,69.17644238484748,69.44598915941567,3.500483096503415,68.73383229630156,69.00994067038488
243.0,297.0,90.85297083658189,86.36916559031624,88.18665031619292,88.54088951429863,1.3515705461105358,88.13995179524174,88.49145623692414
15.0,31.0,74.60001383759207,62.39856965849956,67.58891878734386,67.87656189089107,3.727639713932882,67.09695010612221,67.36556885976903
647.0,733.0,101.25432395591824,98.10669844045367,99.24993954917402,99.6499542238481,0.9494391528195075,99.23140398988787,99.62776231072745
241.0,295.0,91.27262990374813,86.74655560711606,88.6000230791191,88.95264832235183,1.3614473103359566,88.5414564554897,88.89411584951749
1464.0,1593.0,119.5837831759958,117.06231241394883,117.82689264661057,118.30402852250815,0.7558018693712945,117.82404954604306,118.2973972605705
385.0,453.0,96.26108460799385,92.43968381875969,93.92789985992353,94.31007818718689,1.1564268155104784,93.89275155874442,94.27231948875345
6073.0,6331.0,146.6896069898558,145.16163700578076,145.34394522971147,145.9213556228323,0.4640202023131763,145.3415198256118,145.91922456539393
2427.0,2591.0,121.52532866349695,119.53496249376245,120.0431518199248,120.52489897636832,0.5984879476056083,120.03448655058797,120.51835649516869
411.0,480.0,97.52254104448284,93.76787609605277,95.20721191112293,95.60021436812785,1.1292672817380747,95.1795672504373,95.56396003781356
93.0,127.0,81.67644889437952,75.44093452779349,78.10449510700923,78.4153809638548,1.881744072419343,77.99885733834975,78.31541351337872
396.0,464.0,98.04060529067237,94.1979792497506,95.68775140546944,96.07253793641101,1.1573712671282315,95.65498070307346,96.03672137566812
2669.0,2842.0,130.96857435866434,128.91437513851332,129.41733409701277,129.9358723255198,0.6173903573948203,129.41093997632322,129.9268060076041
272.0,329.0,100.9883484827095,96.26347740000335,98.16712526490365,98.55907809397365,1.4239575520746834,98.12121941827873,98.51314011814902
456.0,529.0,94.78193188367338,91.2988251156424,92.63878515043582,93.01095325381476,1.0444992374250328,92.61385230445697,92.98446286393894
60.0,88.0,77.18536424531777,70.0622383308711,73.15098873905193,73.4371107441796,2.1732712011401376,72.99067934549575,73.28203925238107
36.0,58.0,74.05632353410934,65.47636693165565,69.18899768839704,69.46489743948536,2.5991842518026065,68.94810128145605,69.22377099683312
87.0,120.0,80.28293480422691,73.96065682508853,76.66917627264156,76.98171134422613,1.9174368570774738,76.55154397609826,76.85721716672232
69.0,99.0,77.80355176938897,71.05464648147844,73.94200949502827,74.24631016873653,2.0372294703172042,73.81420903805535,74.10877302397789
473.0,547.0,94.07862895068082,90.69678740596879,91.98635928016196,92.35351271897112,1.0201300229665429,91.9576925936953,92.32538807362455
292.0,352.0,90.068875501609,85.99259559850478,87.6237491284991,87.97849586795793,1.2238772005566063,87.58099114785475,87.93105329735995
7.0,19.0,74.42166266693894,58.332025814846084,65.01734799901718,65.29415331066342,4.986581356365844,64.16079617068878,64.41865396089013
185.0,233.0,86.2036016165352,81.3969254625853,83.38493269835298,83.72196369856786,1.4552568972710835,83.32729074635073,83.66037944370275
264.0,321.0,98.6049944351926,93.90227103950055,95.81390978885673,96.18778209657691,1.4107103816239306,95.7546185164582,96.13982192422746
181.0,228.0,85.9942834999423,81.14407078675889,83.14772097028403,83.48034592412203,1.4657209052916413,83.08261715335762,83.41488596961747
7.0,19.0,69.39763158675821,54.37571770500856,60.57469686327221,60.810866717813944,4.680771660822009,59.761960590965856,60.00063224883412
41.0,65.0,84.72341285199482,75.43498185081759,79.43570040203585,79.76938486329041,2.8061462407051603,79.20658899411163,79.52360380678662
159.0,204.0,85.1054961513251,80.03507853691823,82.14275223889742,82.47585865301808,1.5324820053283132,82.07926325321816,82.40744383433777
61.0,90.0,78.42268925746318,71.23485208374704,74.33917125020133,74.64340883995742,2.174258664716438,74.1938849438527,74.49038793523319
105.0,141.0,86.45655258926874,80.23008270647843,82.87221245587644,83.21675476322575,1.8836184842875991,82.77651933327017,83.11015611695234
383.0,449.0,95.35725239021922,91.57683882748498,93.04951941787533,93.42927423553213,1.1437056878852667,93.01884488176691,93.3895571610035
108.0,144.0,84.72543297722669,78.66173403782797,81.24522522803505,81.55796882183878,1.832750937055687,81.13906266948665,81.46179628303702
87.0,120.0,83.1699037264635,76.61528673702959,79.42426894824577,79.74504068853535,1.9794038657282762,79.30326848153939,79.61863079121716
1390.0,1515.0,111.39361643636322,108.99926228992906,109.73945664108015,110.18060151169799,0.7220776663398634,109.73060894174311,110.1676129836978
83.0,116.0,81.75984985413561,75.18887529786545,78.02854027079815,78.33824683581648,1.9814674124466831,77.90390358406587,78.21425022314855
265.0,322.0,94.94474634681382,90.46851319518565,92.276048791422,92.64811355501044,1.3563796478161019,92.23489508482513,92.60814603529609
70.0,101.0,80.879683742674,73.89618458237165,76.91610697237144,77.21482551022333,2.1194086974441793,76.7771541529854,77.08207929106653
1333.0,1456.0,109.9411185612243,107.52572629631425,108.29045996810244,108.72340320351911,0.7280604156329746,108.27911896837075,108.71110520449295
274.0,331.0,93.0267743647232,88.69825445421526,90.43350854576299,90.79844484940172,1.3076072729822483,90.38864848466935,90.74902943480728
229.0,282.0,95.84253595166648,90.96682385509597,92.94041041202344,93.32216037075091,1.4670482686303208,92.88956111141916,93.26359276945158
600.0,683.0,101.19623666182505,97.9435826970192,99.14671611821801,99.5388645052058,0.9846136377538605,99.12176589352354,99.51611608839676
95.0,130.0,88.91569077040396,82.1690073540238,85.04332323260505,85.39439371317587,2.0365704252770604,84.93084760069526,85.27168850751923
581.0,663.0,96.99456169085028,93.83228047463656,95.00712316207596,95.38587598482648,0.9555867048025309,94.98398452377701,95.3635595727802
250.0,305.0,92.43844455750425,87.94455784627851,89.7686624452914,90.12662750805512,1.3545821960601194,89.71121240506456,90.07291593110888
229.0,282.0,91.8276612499598,87.16786293165097,89.06807209725254,89.42776558019648,1.3984633925047507,89.00863954732156,89.36685657202341
540.0,619.0,99.03297155931988,95.6834029018904,96.93598611077242,97.32441505969537,1.010688728567529,96.91308994530227,97.29953986126198
215.0,267.0,92.19486603904475,87.37393842237572,89.35244769931842,89.71791024094362,1.445588841411761,89.30203177018588,89.66276928120864
343.0,407.0,95.19214450609304,91.17495801733597,92.75255621552762,93.12855579624167,1.2047400427789683,92.71656588130014,93.0850344648254
163.0,208.0,87.96166258980358,82.76009825319468,84.9358942697325,85.27077647739208,1.5694318298864818,84.86287323187555,85.19983105904953
119.0,158.0,83.05765744162441,77.37621981482364,79.78108017795684,80.10661008913898,1.708437680829593,79.69058466169534,80.00934493576004
139.0,180.0,85.26874740534981,79.82781099689883,82.12753092910093,82.44633868973071,1.6405326441871775,82.03727090034411,82.36463124969045
457.0,530.0,96.92619032669606,93.36782455778759,94.73591841837722,95.10911286281187,1.070526452018643,94.70490354082833,95.0827808148183
91.0,125.0,82.28837232194424,75.96561203830001,78.67553954233304,78.97767480297766,1.9149995919614826,78.54883101079317,78.862105627874
57.0,84.0,77.96178854191002,70.5869554133361,73.77756879621616,74.07324839579752,2.2418201601419514,73.60873938411284,73.90327033644611
38.0,61.0,75.01011636112545,66.56383312920406,70.21701900735614,70.50897643004183,2.555545911629176,69.99099546116238,70.27090211083483
67.0,96.0,78.14158823215864,71.23688174615707,74.20478845765524,74.5041862354315,2.0872784867880956,74.06358332775147,74.3598777485891
250.0,305.0,88.29985056524114,84.00476495333417,85.74194709518126,86.09002116980422,1.2934295994034792,85.69995256472548,86.04306219699752
369.0,434.0,91.94414209507745,88.23296274882665,89.69591160754153,90.0549918079598,1.1232222127529996,89.66439225085837,90.0236881538209
874.0,974.0,101.92831950755269,99.19647600114929,100.13850145771654,100.54205361038882,0.8233614473585738,100.12707998378572,100.52818269489441
195.0,243.0,90.49321002788017,85.55116871959176,87.59386945145022,87.94354966638416,1.4929305415477845,87.53168003612844,87.8841662813574
768.0,862.0,102.4531892340826,99.51747633748748,100.56073557946462,100.9632614868802,0.8835702663273078,100.54177390344222,100.94310127245346
320.0,382.0,92.50532393876198,88.48961018601564,90.08618438923054,90.44117796225638,1.2120586635603579,90.04866339044179,90.41002521598945
95.0,130.0,83.55943534153732,77.21923798115283,79.93748207811498,80.24470557325516,1.9148339832700976,79.8162755834556,80.13573580295585
196.0,246.0,90.33873312503704,85.41026392884093,87.44660765874465,87.79827247075376,1.481055116541445,87.38479981104996,87.73705039234208
308.0,369.0,92.71109808790555,88.6199718738144,90.24595108495272,90.60528794647533,1.2346916008706958,90.2062077083921,90.56734157585976
665.0,753.0,101.23326793431914,98.13235512558796,99.25938161830693,99.65162862314338,0.9355814635524934,99.2411982140931,99.6379344755273
316.0,377.0,95.22973041449981,91.08922277442794,92.73988149986435,93.11455850650664,1.248118369390383,92.70075630394724,93.07057960432202
1033.0,1142.0,108.6900468226972,105.97682196412238,106.88655334884669,107.31486686560805,0.8097485201550882,106.87432922783131,107.29945620904809
312.0,373.0,97.35859201398308,93.06038915909258,94.78391463185258,95.15627775651947,1.2866576896882116,94.73696658679448,95.11433390460819
139.0,180.0,88.40442739674836,82.77366216982874,85.13713401564047,85.48285415882954,1.6986750389953755,85.05306077138702,85.39488655742626
400.0,469.0,98.97295648296168,95.09202422549421,96.59649761237391,96.98981347362586,1.1646297202839382,96.56439483956555,96.94978193268899
73.0,104.0,83.20604226405828,76.12191488562053,79.16266379155783,79.4809382505948,2.140757898528618,79.01973411496262,79.33454659584405
23.0,41.0,76.36939718077198,65.75152538565646,70.32571431984786,70.60293759906051,3.2450835850868818,69.94618063446435,70.22418049051316
