ventile_id,simulation_id,real_rb_mean,real_ra_mean,res_b_mean,res_a_mean,dist_ij_maximum,dist_ij_minimum
20,1,122.85567501747045,123.10846065852968,1380.3055555555557,1379.0185185185185,36.47608118563621,20.03230371924933
1,2,284.5285738761743,285.5980253676345,1629.4537037037037,1630.462962962963,3.2207496030095855,0.0
2,2,246.5156598282402,247.26747785959725,1660.9074074074074,1662.351851851852,4.209577041627323,3.2207496030095855
3,2,254.04376384370764,255.0709343612984,1435.9444444444443,1436.8148148148148,5.273829034979965,4.209577041627323
4,2,227.868053939212,228.7416820482797,1411.1203703703704,1411.3333333333333,6.2193607634696795,5.273829034979965
5,2,243.62108662750057,244.40429558334728,1228.1574074074074,1228.9074074074074,7.099010562158709,6.2193607634696795
6,2,242.474672020612,243.21545490024332,1193.898148148148,1194.0833333333333,8.009865765886136,7.099010562158709
7,2,233.76084155431923,234.11988140436512,1221.7407407407406,1221.388888888889,9.067303845096996,8.009865765886136
8,2,232.29236666302552,232.16160326581698,1077.648148148148,1077.111111111111,10.04996750303151,9.067303845096996
9,2,225.12938558902812,225.6274606770214,1078.5,1078.851851851852,10.757118479298125,10.04996750303151
10,2,218.66706947334865,219.11425189472507,1099.287037037037,1098.3703703703704,11.497848880095894,10.757118479298125
11,2,211.14037244172698,211.2973143333183,1029.611111111111,1029.1944444444443,12.109091001333718,11.497848880095894
