id,d_emp_p95,d_emp_p5,d_emp_mean,d_real_wage_ratio_p95,d_real_wage_ratio_p5,d_real_wage_ratio_mean,real_wb_mean,real_wa_mean
213,-30.950000000000003,-56.0,-43.19,0.0,0.0,0.0,1.8940663719361117,1.8940663719361117
214,0.0,-6.0,-2.68,0.0,0.0,0.0,1.3805267378958854,1.3805267378958854
215,-1.0,-9.0,-5.1,0.0,0.0,0.0,1.4096418232098307,1.4096418232098307
216,0.0,-7.05,-3.42,0.0,0.0,0.0,1.4291326677870333,1.4291326677870333
217,1.0,-2.0,-0.77,0.0,0.0,0.0,1.1546973170382637,1.1546973170382637
218,0.0,-6.05,-2.99,0.0,0.0,0.0,1.448493637156722,1.448493637156722
219,-5.950000000000003,-18.049999999999997,-11.4,0.0,0.0,0.0,1.672858030365817,1.672858030365817
220,-5.0,-17.0,-10.83,0.0,0.0,0.0,1.611676361601987,1.611676361601987
221,0.04999999999999716,-4.0,-1.64,0.0,0.0,0.0,1.2543507765815538,1.2543507765815538
222,1.0,-3.0,-1.21,0.0,0.0,0.0,1.2222739138131695,1.2222739138131695
223,0.0,-1.0,-0.26,0.0,0.0,0.0,1.0061861313218552,1.0061861313218552
224,1.0,-3.0,-1.04,0.0,0.0,0.0,1.1677312643346562,1.1677312643346562
225,0.0,-6.0,-2.42,0.0,0.0,0.0,1.370120377058495,1.370120377058495
226,0.0,-8.0,-4.5,0.0,0.0,0.0,1.520947061983499,1.520947061983499
227,0.0,-5.0,-2.22,0.0,0.0,0.0,1.2898621868921265,1.2898621868921265
228,1.0,-6.0,-2.37,0.0,0.0,0.0,1.2862670381211236,1.2862670381211236
229,-1.0,-8.0,-4.02,0.0,0.0,0.0,1.3636103707293001,1.3636103707293001
230,0.0,-8.0,-3.58,0.0,0.0,0.0,1.343583252186676,1.343583252186676
231,-1.0,-10.05,-5.72,0.0,0.0,0.0,1.4247917484682773,1.4247917484682773
232,-2.0,-13.0,-7.16,0.0,0.0,0.0,1.4524945268707297,1.4524945268707297
233,-1.0,-8.0,-4.37,0.0,0.0,0.0,1.4252092786759294,1.4252092786759294
234,0.0,-5.0,-1.77,0.0,0.0,0.0,1.3299306137563496,1.3299306137563496
235,0.0,-3.0,-0.84,0.0,0.0,0.0,1.1313743575313042,1.1313743575313042
236,0.0,-5.0,-2.19,0.0,0.0,0.0,1.3771424539046004,1.3771424539046004
237,0.0,-5.0,-1.74,0.0,0.0,0.0,1.2068123811074893,1.2068123811074893
238,-2.0,-13.0,-6.57,0.0,0.0,0.0,1.491681602300321,1.491681602300321
239,1.0,-4.0,-1.11,0.0,0.0,0.0,1.2162681547083911,1.2162681547083911
240,0.04999999999999716,-4.0,-1.67,0.0,0.0,0.0,1.3516222510046634,1.3516222510046634
241,1.0,-4.0,-1.27,0.0,0.0,0.0,1.20938163392611,1.20938163392611
242,0.0,-8.0,-3.98,0.0,0.0,0.0,1.4959939724879587,1.4959939724879587
